Item Code,Item Name,Profile Name,Item Type,UNIT WEIGHT,U.O.M (NAME),U.O.M (SYMBOL),BRAND,BRAND SECTOR,MANUFACTURER,Category,Sub-Category,Generic Name,Formulation,Route,Instructions,Packing Quantity,Preferred Supplier,Order Category,UNIT PURCHASE PRICE,UNIT SALE PRICE,PACK PURCHASE PRICE,PACK SALE PRICE,STATUS,REORDER POINT,UNIT LOCATION
DRG059,Diamicron Mr 30Mg tabs,DRUGS,Tablets/capsules,0,N/a,N/a,Diamicron Mr 30Mg tabs,Diamicron Mr 30Mg tabs,GLAXOSMITHKLINE,Oral Hypoglycaemics,Accesories,Gliclazide,Tablets,PO,,1,,Drugs,39.5,72,39.5,39.5,Active,,
DRG060,Norvasc Tabs 5Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Norvasc Tabs 5Mg,Norvasc Tabs 5Mg,NJIMIA PHARMACEUTICALS,Oral Antihypertensive,Accesories,Amlodipine,,,,1,AGA KHAN,Drugs,61.3,96,61.3,61.3,Active,,
DRG061,Amlozaar  5/50Mg tabs,DRUGS,Tablets/capsules,0,N/a,N/a,Amlozaar  5/50Mg tabs,Amlozaar  5/50Mg tabs,NJIMIA PHARMACEUTICALS,Oral Antihypertensive,Accesories,Losartan Potassium+Amlodipine,,,,1,,Drugs,30,60,30,30,Active,,
DRG062,ZAART H Tabs,DRUGS,Tablets/capsules,0,Mg,Mg,ZAART H Tabs,ZAART H Tabs,GLAXOSMITHKLINE,Oral Antihypertensive,Antihypetensive Drugs,Losartan Potassium+Hydrochlorothiazide,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,23.6,40,23.6,23.6,Active,,
DRG063,Nilol Tabs 30''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''S 20/50Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Nilol Tabs 30''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''S 20/50Mg,Nilol Tabs 30''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''S 20/50Mg,SANOFI PASTEUR,Oral Antihypertensive,Accesories,Atenolol+Nifedipine,,,,1,,Drugs,21.2,33,21.2,21.2,Active,,
DRG064,Exforge Hct 5Mg/160Mg/12.5Mg 28''S,DRUGS,Tablets/capsules,0,N/a,N/a,Exforge Hct 5Mg/160Mg/12.5Mg 28''S,Exforge Hct 5Mg/160Mg/12.5Mg 28''S,SANOFI PASTEUR,Oral Antihypertensive,Accesories,Valsartan+Amlodipine+Hydrochlorothiazide,,,,1,,Drugs,0,0,0,0,Active,,
DRG065,Exforge 5Mg/160Mg TABS,DRUGS,Tablets/capsules,0,N/a,N/a,Exforge 5Mg/160Mg TABS,Exforge 5Mg/160Mg TABS,SANOFI PASTEUR,Oral Antihypertensive,Accesories,Valsartan+Amlodipine,,,,28,,Drugs,167,255,167,167,Active,,
DRG066,Cardinol 50Mg Tabs(28'''',DRUGS,Tablets/capsules,0,Mg,Mg,Cardinol 50Mg Tabs(28'''',Cardinol 50Mg Tabs(28'''',GLAXOSMITHKLINE,Oral Antihypertensive,Antihypetensive Drugs,Atenolol,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,4.28,10,4.28,4.28,Active,,
DRG067,Losartas tabs 50mg 28s,DRUGS,Tablets/capsules,100,N/a,N/a,Losartas tabs 50mg 28s,Losartas tabs 50mg 28s,GLAXOSMITHKLINE,Oral Antihypertensive,Accesories,Losartan Potassium,,,,1,NJIMIA PHARMACEUTICALS,Drugs,28.7,45,28.7,28.7,Active,,
DRG068,Losartas-Ht Tabs 30''''''''''''''''S 50/12.5Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Losartas-Ht Tabs 30''''''''''''''''S 50/12.5Mg,Losartas-Ht Tabs 30''''''''''''''''S 50/12.5Mg,GLAXOSMITHKLINE,Oral Antihypertensive,Accesories,Losartan Potassium+Hydrochlorothiazide,,,,1,,Drugs,28.3,47,28.3,28.3,Active,,
DRG069,Zestril 10Mg Tabs 28''''''''S 10Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Zestril 10Mg Tabs 28''''''''S 10Mg,Zestril 10Mg Tabs 28''''''''S 10Mg,NJIMIA PHARMACEUTICALS,Oral Antihypertensive,Accesories,Lisinopril Dihydrate,,,,1,,Drugs,59.4,89,59.4,59.4,Active,,
DRG070,Zestril 20Mg Tabs 28''''''''''''''''S 20Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Zestril 20Mg Tabs 28''''''''''''''''S 20Mg,Zestril 20Mg Tabs 28''''''''''''''''S 20Mg,NJIMIA PHARMACEUTICALS,Oral Antihypertensive,Accesories,Lisinopril Dihydrate,,,,1,,Drugs,70,99,70,70,Active,,
DRG071,Irovel H Tabs 30''S 150/12.5Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Irovel H Tabs 30''S 150/12.5Mg,Irovel H Tabs 30''S 150/12.5Mg,GLAXOSMITHKLINE,Oral Antihypertensive,Accesories,Irbesartan+Hydrochlorothiazide,,,,1,,Drugs,0,63,0,0,Active,,
DRG072,Logimax Tabs 30'',DRUGS,Tablets/capsules,0,N/a,N/a,Logimax Tabs 30'',Logimax Tabs 30'',SANOFI PASTEUR,Oral Antihypertensive,Antihypetensive Drugs,Metoprolol Succinate+Felodipine,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,58.92,95,58.92,58.92,Active,,
DRG073,Lipitor 20Mg 30'''',DRUGS,Tablets/capsules,0,N/a,N/a,Lipitor 20Mg 30'''',Lipitor 20Mg 30'''',SANOFI PASTEUR,Oral Hypolipidemia,Non - Specific,Atorvastatin,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,102.5,150,102.5,102.5,Active,,
DRG074,Aldactone 25Mg 100''s,DRUGS,Tablets/capsules,0,N/a,N/a,Aldactone 25Mg 100''s,Aldactone 25Mg 100''s,SANOFI PASTEUR,Diuretics,Accesories,Spironolactone,Tablets,PO,,1,,Drugs,22.18,35,22.18,22.18,Active,,
DRG075,Asomex 2.5Mg Tabs 30''''S 2.5Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Asomex 2.5Mg Tabs 30''''S 2.5Mg,Asomex 2.5Mg Tabs 30''''S 2.5Mg,GLAXOSMITHKLINE,Oral Antihypertensive,Accesories,Amlodipine Besilate,,,,1,,Drugs,33,48,33,33,Active,,
DRG076,Ascard-75Mg Tabs 30''''''''''''''''S 75Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Ascard-75Mg Tabs 30''''''''''''''''S 75Mg,Ascard-75Mg Tabs 30''''''''''''''''S 75Mg,GLAXOSMITHKLINE,Anti-Coagulant,Accesories,Acetylsalicylic Acid,Tablets,Other(Specify),,1,GLAXOSMITHKLINE,Drugs,2.7,5,2.7,2.7,Active,,
DRG077,Atacand Plus 16/12.5Mg 28'''''''''''''''''''''''''''''''',DRUGS,Tablets/capsules,0,N/a,N/a,Atacand Plus 16/12.5Mg 28'''''''''''''''''''''''''''''''',Atacand Plus 16/12.5Mg 28'''''''''''''''''''''''''''''''',GLAXOSMITHKLINE,Oral Antihypertensive,Accesories,Candesartan Cilexetil-Hydrochlorothiazide,CAPSULES,PO,,28,KAM PHARMACY,Drugs,33.35,175,33.35,33.35,Active,,
DRG078,Frusemide Tablets 40Mgs,DRUGS,Tablets/capsules,0,N/a,N/a,Frusemide Tablets 40Mgs,Frusemide Tablets 40Mgs,NJIMIA PHARMACEUTICALS,Diuretics,Accesories,Frusemide,,,,1,,Drugs,29.5,59,29.5,29.5,Active,,
DRG079,Vitamin B Complex,DRUGS,Tablets/capsules,0,N/a,N/a,Vitamin B Complex,Vitamin B Complex,NJIMIA PHARMACEUTICALS,Supplements,Accesories,Nicotinamide 15Mg+Riboflavin 1Mg+Thiamine 1Mg,,,,1,,Drugs,0.1,5,0.1,0.1,Active,,
DRG080,Amitriptyline Tablets 25Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Amitriptyline Tablets 25Mg,Amitriptyline Tablets 25Mg,GLAXOSMITHKLINE,Anti-Depressant,Accesories,Amitriptyline Hydrochloride,,,,1,KAM PHARMACY,Drugs,0.75,10,0.75,0.75,Active,,
DRG081,Lexotanil Tablets 1.5Mg,DRUGS,Tablets/capsules,0,Mg,Mg,Lexotanil Tablets 1.5Mg,Lexotanil Tablets 1.5Mg,SANOFI PASTEUR,Anti-Anxiety,Accesories,Bromazepam,Tablets,PO,,1,GLAXOSMITHKLINE,Drugs,14.3,25,14.3,14.3,Active,,
DRG082,Coaprovel Tablets 28''''''''''''''''S 150/12.5Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Coaprovel Tablets 28''''''''''''''''S 150/12.5Mg,Coaprovel Tablets 28''''''''''''''''S 150/12.5Mg,SANOFI PASTEUR,Oral Antihypertensive,Accesories,Irbesartan+Hydrochlorothiazide,,,,1,,Drugs,61.32,110,61.32,61.32,Active,,
DRG083,Moduretic Tablets 28''''''''''''''''s 50/5Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Moduretic Tablets 28''''''''''''''''s 50/5Mg,Moduretic Tablets 28''''''''''''''''s 50/5Mg,SANOFI PASTEUR,Oral Antihypertensive,Accesories,Hydrochlorothiazide+Amiloride Hydrochloride,,,,1,,Drugs,24.55,35,24.55,24.55,Active,,
DRG095,OMEPRAZOLE 20MG CAPS,DRUGS,Tablets/capsules,0,Mg,Mg,OMEPRAZOLE 20MG CAPS,OMEPRAZOLE 20MG CAPS,GLAXOSMITHKLINE,Anti-Stomach Ulcer,Antacid & Anti-ulcer,OMEPRAZOLE 20MG CAPS,CAPSULES,PO,,100,GLAXOSMITHKLINE,Drugs,1.2,20,1.2,1.2,Active,,
DRG100,MORPHINE 10MG TABS 60,DRUGS,Tablets/capsules,0,Mg,Mg,MORPHINE 10MG TABS 60,MORPHINE 10MG TABS 60,GLAXOSMITHKLINE,Analgesic,Analgesic,MORPHINE SULPHATE,Tablets,PO,,60,NJIMIA PHARMACEUTICALS,Drugs,32.15,50,32.15,32.15,Active,,
DRG101,ATENOLOL 50MG,DRUGS,Tablets/capsules,0,Mg,Mg,ATENOLOL 50MG,ATENOLOL 50MG,GLAXOSMITHKLINE,Anti-Hypertensive,Antihypetensive Drugs,Atenolol,Tablets,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,1,10,1,1,Active,,
DRG102,BISACODYL 5MG,DRUGS,Tablets/capsules,0,Mg,Mg,BISACODYL 5MG,BISACODYL 5MG,NJIMIA PHARMACEUTICALS,Anti-Diarrheals,Anti-incontinence,Bisacodyl,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,0.6,10,0.6,0.6,Active,,
DRG103,CEFUROXIME 500MG,DRUGS,Tablets/capsules,0,Mg,Mg,CEFUROXIME 500MG,CEFUROXIME 500MG,NJIMIA PHARMACEUTICALS,Antibiotic,Antibacterial,cefuroxime Axetil,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,20.9,45,20.9,20.9,Active,,
DRG104,ALTRINE 10MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,ALTRINE 10MG TABS,ALTRINE 10MG TABS,GLAXOSMITHKLINE,Antihistamine,Antihistamine,Cetrizine Hydrochloride,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,0.61,10,0.61,0.61,Active,,
DRG105,DESLORATIDINE 5MG,DRUGS,Tablets/capsules,0,Mg,Mg,DESLORATIDINE 5MG,DESLORATIDINE 5MG,SANOFI PASTEUR,Antihistamine,Anti-histamine,Desloratadine,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,3.37,15,3.37,3.37,Active,,
DRG106,GRISEOFULVIN 125MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,GRISEOFULVIN 125MG TABS,GRISEOFULVIN 125MG TABS,SANOFI PASTEUR,Antifungal,Anti Fungals,Griseofulvin,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,2.06,10,2.06,2.06,Active,,
DRG107,GLUCOPHAGE 500MG XR,DRUGS,Tablets/capsules,0,Mg,Mg,GLUCOPHAGE 500MG XR,GLUCOPHAGE 500MG XR,SANOFI PASTEUR,Anti-Diabetic,Anti-Diabetic,Metformin,Tablets,PO,,90,NJIMIA PHARMACEUTICALS,Drugs,5.6,10,5.6,5.6,Active,,
DRG108,VIRUX CREAM,DRUGS,Ointment/cream,0,Mg,Mg,VIRUX CREAM,VIRUX CREAM,GLAXOSMITHKLINE,N/A,Anti Fungals,ACICLOVIR,Cream,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,133,320,133,133,Active,,
DRG109,DERMAZINE CREAM 100GM,DRUGS,Ointment/cream,0,G,G,DERMAZINE CREAM 100GM,DERMAZINE CREAM 100GM,GLAXOSMITHKLINE,Burn Cream,Non - Specific,Silver Sulphadiazine 1%,Cream,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,360,500,360,360,Active,,
DRG110,SPORANOX 100MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,SPORANOX 100MG TABS,SPORANOX 100MG TABS,GLAXOSMITHKLINE,Antifungal,Anti Fungals,ITRACONAZOLE,Tablets,PO,,15,NJIMIA PHARMACEUTICALS,Drugs,169.73,265,169.73,169.73,Active,,
DRG111,CARBIMAZOLE SCORED 5MG,DRUGS,Tablets/capsules,0,Mg,Mg,CARBIMAZOLE SCORED 5MG,CARBIMAZOLE SCORED 5MG,NJIMIA PHARMACEUTICALS,Antidote Agent,Antidote,CARBIMAZOLE,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,2.2,10,2.2,2.2,Active,,
DRG112,EBASTINE 10MG,DRUGS,Tablets/capsules,0,Mg,Mg,EBASTINE 10MG,EBASTINE 10MG,NJIMIA PHARMACEUTICALS,Anti-Allergic/Anti-Anaphylactic,Antihistamine,EBASTINE,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,23.9,50,23.9,23.9,Active,,
DRG113,ALBENDAZOLE SUSPENSION,DRUGS,Suspension,0,Ml,Ml,ALBENDAZOLE SUSPENSION,ALBENDAZOLE SUSPENSION,GLAXOSMITHKLINE,Anti Protozoa,Anti Protozoal Drugs,Albendazole,Suspension,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,17,50,17,17,Active,,
DRG96,ADALAT LA 20MG,DRUGS,Tablets/capsules,0,Mg,Mg,ADALAT LA 20MG,ADALAT LA 20MG,SANOFI PASTEUR,Anti-Hypertensive,Antihypetensive Drugs,NIFEDIPINE 20MG TABS,Tablets,PO,,60,GLAXOSMITHKLINE,Drugs,47,80,47,47,Active,,
DUL,DULCOLAX ADULT SUPP 10MG,DRUGS,Suppositories,0,Mg,Mg,DULCOLAX ADULT SUPP 10MG,DULCOLAX ADULT SUPP 10MG,SANOFI PASTEUR,Anti-Diarrheals,Antimotility,Bisacodyl,Tablets,PR,,10,NJIMIA PHARMACEUTICALS,Drugs,50,85,50,50,Active,,
DULTA VAC,DULTAVAX,DRUGS,Vaccine,0,N/a,N/a,DULTAVAX,DULTAVAX,SANOFI PASTEUR,Vaccine,Accesories,"diphtheria,polio,tetanus",Injection,IV,,1,SANOFI PASTEUR,Drugs,1775,3200,1775,1775,Active,,
DUPH,duphalac solution,DRUGS,Solution,0,Ml,Ml,duphalac solution,duphalac solution,GLAXOSMITHKLINE,Anti-Diarrheals,Antimotility,lactulose,ORAL SOLUTION,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,695,1100,695,695,Active,,
DYNAPAR,DYNAPAR QPS SPRAY,DRUGS,Spray,0,Packet,Packet,DYNAPAR QPS SPRAY,DYNAPAR QPS SPRAY,GLAXOSMITHKLINE,Analgesic,Analgesic,DICLOFENAC DIETHYLAMINE,SPRAY,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,674,1130,674,674,Active,,
DYNAPAR INJECTION,DYNAPAR 75MG INJECTION,DRUGS,Injection,0,Ml,Ml,DYNAPAR 75MG INJECTION,DYNAPAR 75MG INJECTION,GLAXOSMITHKLINE,Analgesic,Analgesic,DICLOFENAC NATRI.,Injection,IM,,1,NJIMIA PHARMACEUTICALS,Drugs,78.2,160,78.2,78.2,Active,,
EBA 10,Ebastel 10mg,DRUGS,Tablets/capsules,0,Mg,Mg,Ebastel 10mg,Ebastel 10mg,NJIMIA PHARMACEUTICALS,Antihistamine,Antihistamine,Ebastel 10mg,Tablets,PO,,10,,Drugs,0,85,0,0,Active,,
ELOCOM,ELOCOM CREAM,DRUGS,Ointment/cream,0,Mg,Mg,ELOCOM CREAM,ELOCOM CREAM,NJIMIA PHARMACEUTICALS,Anti-Fungal/Steroidal Cream,Steroid,MOMETASONE FUROATE,Cream,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,647,1200,647,647,Active,,
ENG,ENGERIXB ADULT 1 DOSE 20 MCG,DRUGS,Vaccine,,Mcg,Mcg,ENGERIXB ADULT 1 DOSE 20 MCG,ENGERIXB ADULT 1 DOSE 20 MCG,GLAXOSMITHKLINE,Vaccine,Hepatitis Vaccine,Hepatitis B,Injection,IM,,1,GLAXOSMITHKLINE,Drugs,718,1900,718,718,Active,,
ENG.B,Angerix B adult vaccine,DRUGS,Vaccine,0,Ml,Ml,Angerix B adult vaccine,Angerix B adult vaccine,SANOFI PASTEUR,Vaccine,Hepatitis Vaccine,Hepatitis B,Injection,IM,,1,GLAXOSMITHKLINE,Drugs,718,1900,718,718,Active,,
ENS,ENSURE MILK,DRUGS,OTHERS,0,Mg,Mg,ENSURE MILK,ENSURE MILK,SANOFI PASTEUR,N/A,Unknown,,,,,1,GLAXOSMITHKLINE,Drugs,1974,3000,1974,1974,Active,,
ENTEROGERMINA,ENTEROGERMINA,DRUGS,Mixture/Syrup,0,Ml,Ml,ENTEROGERMINA,ENTEROGERMINA,SANOFI PASTEUR,Antispasmodic,Antimotility,BACILLUS CLAUSII,Syrup,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,53,95,53,53,Active,,
EPH DROP(P),Ephedrine N/Drops(P),DRUGS,NASAL SPRAY/DROPS,0,N/a,N/a,Ephedrine N/Drops(P),Ephedrine N/Drops(P),GLAXOSMITHKLINE,Nasal Decongestants,Accesories,Ephedrine Hcl 1%,,,,1,,Drugs,40,100,40,40,Active,,
EPH NAS,Ephedrine N/Drops(A),DRUGS,NASAL SPRAY/DROPS,0,N/a,N/a,Ephedrine N/Drops(A),Ephedrine N/Drops(A),GLAXOSMITHKLINE,Nasal Decongestants,Accesories,Ephedrine Hcl 1%,,,,1,,Drugs,39,100,39,39,Active,,
EPIBALIN,PREGABALIN 75MG,DRUGS,Tablets/capsules,0,Mg,Mg,PREGABALIN 75MG,PREGABALIN 75MG,GLAXOSMITHKLINE,N/A,Anti-gout,PREGABALINE 75MG,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,27.6,50,27.6,27.6,Active,,
ERYT.500,ERYTHROMYCIN 500 MGS TABS,DRUGS,Tablets/capsules,0,G,G,ERYTHROMYCIN 500 MGS TABS,ERYTHROMYCIN 500 MGS TABS,NJIMIA PHARMACEUTICALS,Antibiotic,Antibacterial,Erythromycin,Tablets,Other(Specify),,1,NJIMIA PHARMACEUTICALS,Drugs,6.6,15,6.6,6.6,Active,,
ESCLAM,ESCLAM KIT 7s,DRUGS,Tablets/capsules,0,Set,Set,ESCLAM KIT 7s,ESCLAM KIT 7s,NJIMIA PHARMACEUTICALS,H/Pylori Eliminator Agent,Anti-bacterial (h.pylori),Amoxicillin 1000Mg+Clarithromycin 500Mg+Esomeprazole 20Mg,CAPSULES,PO,,7,NJIMIA PHARMACEUTICALS,Drugs,1900,3500,1900,1900,Active,,
ESOFAG,(ESOFAG)ESOMEPRAZOLE 40MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,(ESOFAG)ESOMEPRAZOLE 40MG TABS,(ESOFAG)ESOMEPRAZOLE 40MG TABS,GLAXOSMITHKLINE,Anti-Acid,Antacid & Anti-ulcer,Esomeprazole,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,13.2,25,13.2,13.2,Active,,
ESOM,ESOMAC 20MG,DRUGS,Tablets/capsules,0,Mg,Mg,ESOMAC 20MG,ESOMAC 20MG,SANOFI PASTEUR,Proton Pump Inhibitors,Anti-acidity,Esomeprazole,Tablets,PO,,14,NJIMIA PHARMACEUTICALS,Drugs,20.6,70,20.6,20.6,Active,,
ESOX,ESOXIUM 40MG,DRUGS,Accessories,0,Mg,Mg,ESOXIUM 40MG,ESOXIUM 40MG,SANOFI PASTEUR,Anti-Stomach Ulcer,Antacid & Anti-ulcer,Esomeprazole,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,40,72,40,40,Active,,
Eth SUR ,Ethilon 2-0(W786) ,DRUGS,Surgical,0,N/a,N/a,Ethilon 2-0(W786) ,Ethilon 2-0(W786) ,SANOFI PASTEUR,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
Eth SUR ,Ethilon 4-0(W319) ,DRUGS,Surgical,0,N/a,N/a,Ethilon 4-0(W319) ,Ethilon 4-0(W319) ,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
ETHILON,Ethilon 2-0,SURGICALS,Surgical,0,Pieces,Pieces,Ethilon 2-0,Ethilon 2-0,GLAXOSMITHKLINE,Surgical,Sutures Stocks,Ethilon,Other(Specify),Other(Specify),,1,GLAXOSMITHKLINE,Surgical,100,120,100,100,Active,,
EURAX,EURAX CREAM 20G,DRUGS,Ointment/cream,0,G,G,EURAX CREAM 20G,EURAX CREAM 20G,GLAXOSMITHKLINE,Anti-Allergic/Anti-Anaphylactic,Allergic Drugs,CROTAMITON 10%,Cream,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,352.5,650,352.5,352.5,Active,,
EUV.,HEPATITIS B(EUVAX B (M),DRUGS,Vaccine,0,Ml,Ml,HEPATITIS B(EUVAX B (M),HEPATITIS B(EUVAX B (M),NJIMIA PHARMACEUTICALS,Vaccine,Pentavalent Vaccine,Hepatitis B,Injection,IM,,1,SANOFI PASTEUR,Drugs,570.36,1000,570.36,570.36,Active,,
EXF-10/160MG,EXFORGE TABS 10/160MG,DRUGS,Tablets/capsules,0,Mg,Mg,EXFORGE TABS 10/160MG,EXFORGE TABS 10/160MG,NJIMIA PHARMACEUTICALS,Anti-Hypertensive,Antihypetensive Drugs,,Tablets,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,228.8,340,228.8,228.8,Active,,
FAC SUR MAS,Face masks,SURGICALS,Surgical,0,Pieces,Pieces,Face masks,Face masks,GLAXOSMITHKLINE,N/A,Unknown,face mask,,,,1,,Surgical,5.38,20,5.38,5.38,Active,,
FAS GEL 50GM,FASTUM GEL 50GM,DRUGS,Gel,0,G,G,FASTUM GEL 50GM,FASTUM GEL 50GM,SANOFI PASTEUR,Analgesic,Analgesic,Ketoprofen 2.5%,Gel,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,589,1000,589,589,Active,,
FAS SUR 30GM,Fastum Gel 30GM,DRUGS,Gel,0,N/a,N/a,Fastum Gel 30GM,Fastum Gel 30GM,SANOFI PASTEUR,Anti-Inflamatory Gel,Accesories,Ketoprofen 2.5%,Gel,Topical,,1,,Drugs,410,620,410,410,Active,,
FASIG,FASIGYN 500MG,DRUGS,Tablets/capsules,0,Mg,Mg,FASIGYN 500MG,FASIGYN 500MG,SANOFI PASTEUR,Anti Protozoa,Anti Protozoal Drugs,Tinidazole,CAPSULES,PO,,4,NJIMIA PHARMACEUTICALS,Drugs,140.5,241,140.5,140.5,Active,,
FAV,Fav Africa Serum 10 ml Amp/1UP,DRUGS,Injection,0,Ml,Ml,Fav Africa Serum 10 ml Amp/1UP,Fav Africa Serum 10 ml Amp/1UP,GLAXOSMITHKLINE,Vaccine,Anti-dote,Fav Africa Serum,Injection,IV,,1,SANOFI PASTEUR,Drugs,19123,24915,19123,19123,Active,,
FEM,FEMIPLAN,DRUGS,Tablets/capsules,0,Packet,Packet,FEMIPLAN,FEMIPLAN,GLAXOSMITHKLINE,N/A,Anti-infertility,"LEVONORGESTREL,ETHINYLESTRADIOL",Tablets,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,1.35,5,1.35,1.35,Active,,
FENPLUS,FENPLUS TABS,DRUGS,Tablets/capsules,0,Mg,Mg,FENPLUS TABS,FENPLUS TABS,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,IBUPROFEN AND PARACETAMOL,,,,30,AGA KHAN,Drugs,4,10,4,4,Active,,
FERROLIC,FERROUS SULPHATE/FOLIC ACID,DRUGS,Tablets/capsules,0,Mg,Mg,FERROUS SULPHATE/FOLIC ACID,FERROUS SULPHATE/FOLIC ACID,NJIMIA PHARMACEUTICALS,Haematinic,Haematinics,FERROUS SULPHATE 200MG/FOLIC ACID 0.40MG,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,1.18,10,1.18,1.18,Active,,
FLA SYR,Flagyl Suspension 100Mls,DRUGS,Suspension,0,N/a,N/a,Flagyl Suspension 100Mls,Flagyl Suspension 100Mls,NJIMIA PHARMACEUTICALS,Anti Protozoa,Accesories,Metronidazole,Suspension,PO,,1,,Drugs,499.14,900,499.14,499.14,Active,,
FLAM,FLAMCHEK-MR,DRUGS,Tablets/capsules,0,Mg,Mg,FLAMCHEK-MR,FLAMCHEK-MR,GLAXOSMITHKLINE,Anti-Inflammatory/Analgesic,Analgesic,"PARACETAMOL,CHLORZOXAZONEAND ACECLOFENAC",Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,5.8,20,5.8,5.8,Active,,
FLAM TABS,FLAMORYL S,DRUGS,Tablets/capsules,0,Mg,Mg,FLAMORYL S,FLAMORYL S,SANOFI PASTEUR,Analgesic,Analgesic,DICLOFENAC/PARACETAMOL/CHLOZOXAZONE,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,5.5,30,5.5,5.5,Active,,
FLATA,FLATAMEAL DS,DRUGS,Tablets/capsules,0,Mg,Mg,FLATAMEAL DS,FLATAMEAL DS,SANOFI PASTEUR,Anti-Acid,Anti-acidity,ALUMINIUM/MAGNESIUM/SIMETHICONE,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,3.59,10,3.59,3.59,Active,,
FLEM 625,FLEMING 625 MGS TABS,DRUGS,Tablets/capsules,0,Mg,Mg,FLEMING 625 MGS TABS,FLEMING 625 MGS TABS,SANOFI PASTEUR,Antibiotic,Antibacterial,Amoxicillin 500Mg+Clavulanic Acid 125Mg,Tablets,PO,,14,NJIMIA PHARMACEUTICALS,Drugs,38.5,66,38.5,38.5,Active,,
FLEX-50G,FLEXEN GEL 2.5% 50G,DRUGS,Gel,0,G,G,FLEXEN GEL 2.5% 50G,FLEXEN GEL 2.5% 50G,GLAXOSMITHKLINE,Muscle Relaxant,Muscle Relaxant,Ketoprofen 2.5%,Gel,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,428,800,428,428,Active,,
FLIXO,FLIXOTIDE EVOHALER 50MCG,DRUGS,Inhaler,0,Mcg,Mcg,FLIXOTIDE EVOHALER 50MCG,FLIXOTIDE EVOHALER 50MCG,GLAXOSMITHKLINE,Broncho-Dilator Inhaler,Bronchodilator,FLUTICASONE,INHALER,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,398,720,398,398,Active,,
FLO OTH,Floranorm Satchets,DRUGS,Satchets,0,N/a,N/a,Floranorm Satchets,Floranorm Satchets,GLAXOSMITHKLINE,Git Stabilizer,Accesories,Saccromyces Boulardii,Other(Specify),PO,,10,GLAXOSMITHKLINE,Drugs,69.7,150,69.7,69.7,Active,,
